     0	     0
1.560000e-04	1.500000e+00
3.120000e-04	1.366721e+00
4.680000e-04	1.245158e+00
6.240000e-04	1.134289e+00
7.800000e-04	1.033182e+00
9.360000e-04	9.409849e-01
1.092000e-03	8.569204e-01
1.248000e-03	7.802776e-01
1.404000e-03	7.104075e-01
1.560000e-03	6.467176e-01
1.716000e-03	5.886665e-01
1.872000e-03	5.357601e-01
2.028000e-03	4.875472e-01
2.184000e-03	4.436156e-01
2.340000e-03	4.035892e-01
2.496000e-03	3.671247e-01
2.652000e-03	3.339085e-01
2.808000e-03	3.036546e-01
2.964000e-03	2.761017e-01
3.120000e-03	2.510117e-01
3.276000e-03	2.281668e-01
3.432000e-03	2.073686e-01
3.588000e-03	1.884361e-01
3.744000e-03	1.712040e-01
3.900000e-03	1.555214e-01
4.056000e-03	1.412510e-01
4.212000e-03	1.282672e-01
4.368000e-03	1.164555e-01
4.524000e-03	1.057118e-01
4.680000e-03	9.594068e-02
4.836000e-03	8.705546e-02
4.992000e-03	7.897700e-02
5.148000e-03	7.163315e-02
5.304000e-03	6.495812e-02
5.460000e-03	5.889198e-02
5.616000e-03	5.338007e-02
5.772000e-03	4.837259e-02
5.928000e-03	4.382415e-02
6.084000e-03	3.969339e-02
6.240000e-03	3.594263e-02
6.396000e-03	3.253755e-02
6.552000e-03	2.944687e-02
6.708000e-03	2.664211e-02
6.864000e-03	2.409734e-02
7.020000e-03	2.178893e-02
7.176000e-03	1.969537e-02
7.332000e-03	1.779708e-02
7.488000e-03	1.607624e-02
7.644000e-03	1.451662e-02
7.800000e-03	1.310345e-02
7.956000e-03	1.182331e-02
8.112000e-03	1.066397e-02
8.268000e-03	9.614297e-03
8.424000e-03	8.664184e-03
8.580000e-03	7.804431e-03
8.736000e-03	7.026668e-03
8.892000e-03	6.323291e-03
9.048000e-03	5.687384e-03
9.204000e-03	5.112660e-03
9.360000e-03	4.593408e-03
9.516000e-03	4.124438e-03
9.672000e-03	3.701033e-03
9.828000e-03	3.318910e-03
9.984000e-03	2.974179e-03
1.014000e-02	2.663308e-03
1.029600e-02	2.383091e-03
1.045200e-02	2.130615e-03
1.060800e-02	1.903240e-03
1.076400e-02	1.698569e-03
1.092000e-02	1.514427e-03
1.107600e-02	1.348844e-03
1.123200e-02	1.200029e-03
1.138800e-02	1.066364e-03
1.154400e-02	9.463783e-04
1.170000e-02	8.387411e-04
1.185600e-02	7.422464e-04
1.201200e-02	6.558023e-04
1.216800e-02	5.784197e-04
1.232400e-02	5.092036e-04
1.248000e-02	4.473440e-04
1.263600e-02	3.921082e-04
1.279200e-02	3.428333e-04
1.294800e-02	2.989204e-04
1.310400e-02	2.598277e-04
1.326000e-02	2.250661e-04
1.341600e-02	1.941936e-04
1.357200e-02	1.668112e-04
1.372800e-02	1.425588e-04
1.388400e-02	1.211116e-04
1.404000e-02	1.021764e-04
1.419600e-02	8.548924e-05
1.435200e-02	7.081211e-05
1.450800e-02	5.793067e-05
1.466400e-02	4.665199e-05
1.482000e-02	3.680247e-05
1.497600e-02	2.822600e-05
1.513200e-02	2.078226e-05
1.528800e-02	1.434523e-05
1.544400e-02	8.801768e-06
1.560000e-02	4.050359e-06
1.575600e-02	     0
